undergradStatus,entryStatus,gender,raceEthnicity,year,count
G,New Freshmen,Female,International,1993,1
G,New Freshmen,Female,International,1994,3
G,New Freshmen,Female,International,1995,3
G,New Freshmen,Female,International,1996,4
G,New Freshmen,Female,International,1997,5
G,New Freshmen,Female,International,1998,5
G,New Freshmen,Female,International,1999,5
G,New Freshmen,Female,International,2000,4
G,New Freshmen,Female,International,2001,7
G,New Freshmen,Female,International,2002,11
G,New Freshmen,Female,International,2003,8
G,New Freshmen,Female,International,2004,8
G,New Freshmen,Female,International,2005,7
G,New Freshmen,Female,International,2006,5
G,New Freshmen,Female,International,2007,5
G,New Freshmen,Female,International,2008,4
G,New Freshmen,Female,Native American,1991,1
G,New Freshmen,Female,Native American,1992,3
G,New Freshmen,Female,Native American,1993,3
G,New Freshmen,Female,Native American,1994,3
G,New Freshmen,Female,Native American,1995,5
G,New Freshmen,Female,Native American,1996,4
G,New Freshmen,Female,Native American,1997,4
G,New Freshmen,Female,Native American,1998,1
G,New Freshmen,Female,Native American,2002,3
G,New Freshmen,Female,Native American,2003,4
G,New Freshmen,Female,Native American,2004,4
G,New Freshmen,Female,Native American,2005,5
G,New Freshmen,Female,Native American,2006,1
G,New Freshmen,Female,Native American,2007,1
G,New Freshmen,Female,Native American,2008,2
G,New Freshmen,Female,Other,1989,1
G,New Freshmen,Female,Other,1990,2
G,New Freshmen,Female,Other,1991,3
G,New Freshmen,Female,Other,1992,4
G,New Freshmen,Female,Other,1993,3
G,New Freshmen,Female,Other,1994,2
G,New Freshmen,Female,Other,1995,2
G,New Freshmen,Female,Other,1996,3
G,New Freshmen,Female,Other,1997,2
G,New Freshmen,Female,Other,1998,7
G,New Freshmen,Female,Other,1999,11
G,New Freshmen,Female,Other,2000,12
G,New Freshmen,Female,Other,2001,10
G,New Freshmen,Female,Other,2002,11
G,New Freshmen,Female,Other,2003,21
G,New Freshmen,Female,Other,2004,26
G,New Freshmen,Female,Other,2005,24
G,New Freshmen,Female,Other,2006,29
G,New Freshmen,Female,Other,2007,31
G,New Freshmen,Female,Other,2008,34
G,New Freshmen,Female,Pacific Islander,1996,1
G,New Freshmen,Female,Pacific Islander,1997,1
G,New Freshmen,Female,Pacific Islander,1998,1
G,New Freshmen,Female,Pacific Islander,2000,1
G,New Freshmen,Female,Pacific Islander,2001,2
G,New Freshmen,Female,Pacific Islander,2002,2
G,New Freshmen,Female,Pacific Islander,2003,2
G,New Freshmen,Female,Pacific Islander,2004,3
G,New Freshmen,Female,Pacific Islander,2006,2
G,New Freshmen,Female,Pacific Islander,2007,4
G,New Freshmen,Female,Pacific Islander,2008,3
G,New Freshmen,Female,White,1986,2
G,New Freshmen,Female,White,1987,16
G,New Freshmen,Female,White,1988,30
G,New Freshmen,Female,White,1989,51
G,New Freshmen,Female,White,1990,69
G,New Freshmen,Female,White,1991,68
G,New Freshmen,Female,White,1992,76
G,New Freshmen,Female,White,1993,77
G,New Freshmen,Female,White,1994,88
G,New Freshmen,Female,White,1995,96
G,New Freshmen,Female,White,1996,107
G,New Freshmen,Female,White,1997,106
G,New Freshmen,Female,White,1998,108
G,New Freshmen,Female,White,1999,102
G,New Freshmen,Female,White,2000,96
G,New Freshmen,Female,White,2001,95
G,New Freshmen,Female,White,2002,112
G,New Freshmen,Female,White,2003,116
G,New Freshmen,Female,White,2004,118
G,New Freshmen,Female,White,2005,104
G,New Freshmen,Female,White,2006,105
G,New Freshmen,Female,White,2007,103
G,New Freshmen,Female,White,2008,97
G,New Freshmen,Male,African American,1988,3
G,New Freshmen,Male,African American,1989,4
G,New Freshmen,Male,African American,1990,5
G,New Freshmen,Male,African American,1991,7
G,New Freshmen,Male,African American,1992,11
G,New Freshmen,Male,African American,1993,12
G,New Freshmen,Male,African American,1994,14
G,New Freshmen,Male,African American,1995,14
G,New Freshmen,Male,African American,1996,9
G,New Freshmen,Male,African American,1997,8
G,New Freshmen,Male,African American,1998,13
G,New Freshmen,Male,African American,1999,13
G,New Freshmen,Male,African American,2000,12
G,New Freshmen,Male,African American,2001,14
G,New Freshmen,Male,African American,2002,10
G,New Freshmen,Male,African American,2003,11
G,New Freshmen,Male,African American,2004,7
G,New Freshmen,Male,African American,2005,12
G,New Freshmen,Male,African American,2006,15
G,New Freshmen,Male,African American,2007,12
G,New Freshmen,Male,African American,2008,13
G,New Freshmen,Male,Asian,1985,1
G,New Freshmen,Male,Asian,1986,1
G,New Freshmen,Male,Asian,1987,16
G,New Freshmen,Male,Asian,1988,31
G,New Freshmen,Male,Asian,1989,41
G,New Freshmen,Male,Asian,1990,68
G,New Freshmen,Male,Asian,1991,71
G,New Freshmen,Male,Asian,1992,83
G,New Freshmen,Male,Asian,1993,105
G,New Freshmen,Male,Asian,1994,110
G,New Freshmen,Male,Asian,1995,130
G,New Freshmen,Male,Asian,1996,121
G,New Freshmen,Male,Asian,1997,116
G,New Freshmen,Male,Asian,1998,106
G,New Freshmen,Male,Asian,1999,102
G,New Freshmen,Male,Asian,2000,91
G,New Freshmen,Male,Asian,2001,96
G,New Freshmen,Male,Asian,2002,118
G,New Freshmen,Male,Asian,2003,152
G,New Freshmen,Male,Asian,2004,166
G,New Freshmen,Male,Asian,2005,161
G,New Freshmen,Male,Asian,2006,158
G,New Freshmen,Male,Asian,2007,181
G,New Freshmen,Male,Asian,2008,164
G,New Freshmen,Male,Chicano/Latino,1987,2
G,New Freshmen,Male,Chicano/Latino,1988,5
G,New Freshmen,Male,Chicano/Latino,1989,9
G,New Freshmen,Male,Chicano/Latino,1990,12
G,New Freshmen,Male,Chicano/Latino,1991,15
G,New Freshmen,Male,Chicano/Latino,1992,18
G,New Freshmen,Male,Chicano/Latino,1993,23
G,New Freshmen,Male,Chicano/Latino,1994,34
G,New Freshmen,Male,Chicano/Latino,1995,30
G,New Freshmen,Male,Chicano/Latino,1996,31
G,New Freshmen,Male,Chicano/Latino,1997,28
G,New Freshmen,Male,Chicano/Latino,1998,24
G,New Freshmen,Male,Chicano/Latino,1999,27
G,New Freshmen,Male,Chicano/Latino,2000,22
G,New Freshmen,Male,Chicano/Latino,2001,26
G,New Freshmen,Male,Chicano/Latino,2002,29
G,New Freshmen,Male,Chicano/Latino,2003,28
G,New Freshmen,Male,Chicano/Latino,2004,25
G,New Freshmen,Male,Chicano/Latino,2005,26
G,New Freshmen,Male,Chicano/Latino,2006,24
G,New Freshmen,Male,Chicano/Latino,2007,29
G,New Freshmen,Male,Chicano/Latino,2008,27
G,New Freshmen,Male,Decline to State,1987,1
G,New Freshmen,Male,Decline to State,1991,2
G,New Freshmen,Male,Decline to State,1992,7
G,New Freshmen,Male,Decline to State,1993,8
G,New Freshmen,Male,Decline to State,1994,16
G,New Freshmen,Male,Decline to State,1995,18
G,New Freshmen,Male,Decline to State,1996,10
G,New Freshmen,Male,Decline to State,1997,11
G,New Freshmen,Male,Decline to State,1998,13
G,New Freshmen,Male,Decline to State,1999,15
G,New Freshmen,Male,Decline to State,2000,18
G,New Freshmen,Male,Decline to State,2001,19
G,New Freshmen,Male,Decline to State,2002,25
G,New Freshmen,Male,Decline to State,2003,30
G,New Freshmen,Male,Decline to State,2004,25
G,New Freshmen,Male,Decline to State,2005,31
G,New Freshmen,Male,Decline to State,2006,28
G,New Freshmen,Male,Decline to State,2007,30
G,New Freshmen,Male,Decline to State,2008,37
G,New Freshmen,Male,International,1985,1
G,New Freshmen,Male,International,1986,6
G,New Freshmen,Male,International,1987,5
G,New Freshmen,Male,International,1988,6
G,New Freshmen,Male,International,1989,8
G,New Freshmen,Male,International,1990,7
G,New Freshmen,Male,International,1991,10
G,New Freshmen,Male,International,1992,9
G,New Freshmen,Male,International,1993,10
G,New Freshmen,Male,International,1994,7
G,New Freshmen,Male,International,1995,9
G,New Freshmen,Male,International,1996,4
G,New Freshmen,Male,International,1997,7
G,New Freshmen,Male,International,1998,9
G,New Freshmen,Male,International,1999,10
G,New Freshmen,Male,International,2000,13
G,New Freshmen,Male,International,2001,17
G,New Freshmen,Male,International,2002,16
G,New Freshmen,Male,International,2003,20
G,New Freshmen,Male,International,2004,16
G,New Freshmen,Male,International,2005,14
G,New Freshmen,Male,International,2006,11
G,New Freshmen,Male,International,2007,10
G,New Freshmen,Male,International,2008,7
G,New Freshmen,Male,Native American,1989,1
G,New Freshmen,Male,Native American,1990,1
G,New Freshmen,Male,Native American,1991,1
G,New Freshmen,Male,Native American,1992,1
G,New Freshmen,Male,Native American,1993,3
G,New Freshmen,Male,Native American,1994,3
G,New Freshmen,Male,Native American,1995,1
G,New Freshmen,Male,Native American,1996,2
G,New Freshmen,Male,Native American,1997,2
G,New Freshmen,Male,Native American,1998,3
G,New Freshmen,Male,Native American,1999,1
G,New Freshmen,Male,Native American,2001,1
G,New Freshmen,Male,Native American,2002,1
G,New Freshmen,Male,Native American,2003,1
G,New Freshmen,Male,Native American,2004,1
G,New Freshmen,Male,Native American,2005,3
G,New Freshmen,Male,Native American,2006,5
G,New Freshmen,Male,Native American,2007,4
G,New Freshmen,Male,Native American,2008,4
G,New Freshmen,Male,Other,1990,2
G,New Freshmen,Male,Other,1991,2
G,New Freshmen,Male,Other,1992,2
G,New Freshmen,Male,Other,1993,4
G,New Freshmen,Male,Other,1994,4
G,New Freshmen,Male,Other,1995,3
G,New Freshmen,Male,Other,1996,2
G,New Freshmen,Male,Other,1997,4
G,New Freshmen,Male,Other,1998,9
G,New Freshmen,Male,Other,1999,8
G,New Freshmen,Male,Other,2000,4
G,New Freshmen,Male,Other,2001,4
G,New Freshmen,Male,Other,2002,9
G,New Freshmen,Male,Other,2003,11
G,New Freshmen,Male,Other,2004,16
G,New Freshmen,Male,Other,2005,22
G,New Freshmen,Male,Other,2006,17
G,New Freshmen,Male,Other,2007,18
G,New Freshmen,Male,Other,2008,22
G,New Freshmen,Male,Pacific Islander,1992,1
G,New Freshmen,Male,Pacific Islander,1993,1
G,New Freshmen,Male,Pacific Islander,1994,1
G,New Freshmen,Male,Pacific Islander,1995,2
G,New Freshmen,Male,Pacific Islander,1996,2
G,New Freshmen,Male,Pacific Islander,1997,2
G,New Freshmen,Male,Pacific Islander,1998,1
G,New Freshmen,Male,Pacific Islander,2003,1
G,New Freshmen,Male,Pacific Islander,2004,1
G,New Freshmen,Male,Pacific Islander,2005,1
G,New Freshmen,Male,Pacific Islander,2006,1
G,New Freshmen,Male,Pacific Islander,2007,3
G,New Freshmen,Male,Pacific Islander,2008,3
G,New Freshmen,Male,White,1986,3
G,New Freshmen,Male,White,1987,30
G,New Freshmen,Male,White,1988,62
G,New Freshmen,Male,White,1989,90
G,New Freshmen,Male,White,1990,106
G,New Freshmen,Male,White,1991,107
G,New Freshmen,Male,White,1992,146
G,New Freshmen,Male,White,1993,161
G,New Freshmen,Male,White,1994,164
G,New Freshmen,Male,White,1995,164
G,New Freshmen,Male,White,1996,156
G,New Freshmen,Male,White,1997,160
G,New Freshmen,Male,White,1998,155
G,New Freshmen,Male,White,1999,162
G,New Freshmen,Male,White,2000,155
G,New Freshmen,Male,White,2001,134
G,New Freshmen,Male,White,2002,135
G,New Freshmen,Male,White,2003,143
G,New Freshmen,Male,White,2004,160
G,New Freshmen,Male,White,2005,155
G,New Freshmen,Male,White,2006,172
G,New Freshmen,Male,White,2007,168
G,New Freshmen,Male,White,2008,161
G,Professional,Female,African American,2013,26
G,Professional,Female,Asian,2013,242
G,Professional,Female,Chicano/Latino,2013,76
G,Professional,Female,Decline to State,2013,43
G,Professional,Female,International,2013,26
G,Professional,Female,Native American,2013,9
G,Professional,Female,Pacific Islander,2013,1
G,Professional,Female,White,2013,263
G,Professional,Male,African American,2013,27
G,Professional,Male,Asian,2013,90
G,Professional,Male,Chicano/Latino,2013,48
G,Professional,Male,Decline to State,2013,44
G,Professional,Male,International,2013,15
G,Professional,Male,Native American,2013,6
G,Professional,Male,White,2013,224
G,Second Bachelor,Female,African American,1988,1
G,Second Bachelor,Female,African American,1989,2
G,Second Bachelor,Female,African American,1990,1
G,Second Bachelor,Female,African American,1991,1
G,Second Bachelor,Female,African American,1992,1
G,Second Bachelor,Female,African American,1993,1
G,Second Bachelor,Female,African American,1994,1
G,Second Bachelor,Female,African American,1995,2
G,Second Bachelor,Female,African American,1996,2
G,Second Bachelor,Female,African American,1997,1
G,Second Bachelor,Female,African American,1999,1
G,Second Bachelor,Female,African American,2000,1
G,Second Bachelor,Female,African American,2003,1
G,Second Bachelor,Female,African American,2004,1
G,Second Bachelor,Female,African American,2005,1
G,Second Bachelor,Female,African American,2006,1
G,Second Bachelor,Female,African American,2007,1
G,Second Bachelor,Female,Asian,1984,1
G,Second Bachelor,Female,Asian,1985,7
G,Second Bachelor,Female,Asian,1986,7
G,Second Bachelor,Female,Asian,1987,4
G,Second Bachelor,Female,Asian,1988,4
G,Second Bachelor,Female,Asian,1989,11
G,Second Bachelor,Female,Asian,1990,17
G,Second Bachelor,Female,Asian,1991,18
G,Second Bachelor,Female,Asian,1992,14
G,Second Bachelor,Female,Asian,1993,21
G,Second Bachelor,Female,Asian,1994,28
G,Second Bachelor,Female,Asian,1995,24
G,Second Bachelor,Female,Asian,1996,26
G,Second Bachelor,Female,Asian,1997,34
G,Second Bachelor,Female,Asian,1998,32
G,Second Bachelor,Female,Asian,1999,30
G,Second Bachelor,Female,Asian,2000,28
G,Second Bachelor,Female,Asian,2001,27
G,Second Bachelor,Female,Asian,2002,22
G,Second Bachelor,Female,Asian,2003,56
G,Second Bachelor,Female,Asian,2004,50
G,Second Bachelor,Female,Asian,2005,36
G,Second Bachelor,Female,Asian,2006,18
G,Second Bachelor,Female,Asian,2007,2
G,Second Bachelor,Female,Asian,2008,1
G,Second Bachelor,Female,Chicano/Latino,1986,1
G,Second Bachelor,Female,Chicano/Latino,1987,5
G,Second Bachelor,Female,Chicano/Latino,1988,6
G,Second Bachelor,Female,Chicano/Latino,1989,3
G,Second Bachelor,Female,Chicano/Latino,1990,4
G,Second Bachelor,Female,Chicano/Latino,1991,4
G,Second Bachelor,Female,Chicano/Latino,1992,5
G,Second Bachelor,Female,Chicano/Latino,1993,4
G,Second Bachelor,Female,Chicano/Latino,1994,3
G,Second Bachelor,Female,Chicano/Latino,1995,1
G,Second Bachelor,Female,Chicano/Latino,1996,1
G,Second Bachelor,Female,Chicano/Latino,1997,2
G,Second Bachelor,Female,Chicano/Latino,1998,1
G,Second Bachelor,Female,Chicano/Latino,1999,1
G,Second Bachelor,Female,Chicano/Latino,2000,2
G,Second Bachelor,Female,Chicano/Latino,2001,3
G,Second Bachelor,Female,Chicano/Latino,2002,3
G,Second Bachelor,Female,Chicano/Latino,2003,6
G,Second Bachelor,Female,Chicano/Latino,2004,5
G,Second Bachelor,Female,Chicano/Latino,2005,4
G,Second Bachelor,Female,Chicano/Latino,2006,2
G,Second Bachelor,Female,Decline to State,1985,1
G,Second Bachelor,Female,Decline to State,1986,4
G,Second Bachelor,Female,Decline to State,1987,6
G,Second Bachelor,Female,Decline to State,1988,10
G,Second Bachelor,Female,Decline to State,1989,6
G,Second Bachelor,Female,Decline to State,1990,2
G,Second Bachelor,Female,Decline to State,1991,6
G,Second Bachelor,Female,Decline to State,1992,13
G,Second Bachelor,Female,Decline to State,1993,14
G,Second Bachelor,Female,Decline to State,1994,9
G,Second Bachelor,Female,Decline to State,1995,3
G,Second Bachelor,Female,Decline to State,1997,3
G,Second Bachelor,Female,Decline to State,1998,5
G,Second Bachelor,Female,Decline to State,1999,4
G,Second Bachelor,Female,Decline to State,2000,5
G,Second Bachelor,Female,Decline to State,2001,3
G,Second Bachelor,Female,Decline to State,2002,4
G,Second Bachelor,Female,Decline to State,2003,5
G,Second Bachelor,Female,Decline to State,2004,4
G,Second Bachelor,Female,Decline to State,2005,2
G,Second Bachelor,Female,Decline to State,2006,1
G,Second Bachelor,Female,International,1986,4
G,Second Bachelor,Female,International,1987,3
G,Second Bachelor,Female,International,1988,3
G,Second Bachelor,Female,International,1989,5
G,Second Bachelor,Female,International,1990,4
G,Second Bachelor,Female,International,1991,3
G,Second Bachelor,Female,International,1992,2
G,Second Bachelor,Female,International,1993,4
G,Second Bachelor,Female,International,1994,5
G,Second Bachelor,Female,International,1995,5
G,Second Bachelor,Female,International,1996,2
G,Second Bachelor,Female,International,1997,5
G,Second Bachelor,Female,International,1998,7
G,Second Bachelor,Female,International,1999,8
G,Second Bachelor,Female,International,2000,3
G,Second Bachelor,Female,International,2001,6
G,Second Bachelor,Female,International,2002,6
G,Second Bachelor,Female,International,2003,6
G,Second Bachelor,Female,International,2004,8
G,Second Bachelor,Female,International,2005,6
G,Second Bachelor,Female,International,2006,3
G,Second Bachelor,Female,International,2007,4
G,Second Bachelor,Female,International,2008,4
G,Second Bachelor,Female,Native American,1993,1
G,Second Bachelor,Female,Native American,1994,1
G,Second Bachelor,Female,Other,1987,1
G,Second Bachelor,Female,Other,1988,1
G,Second Bachelor,Female,Other,1991,1
G,Second Bachelor,Female,Other,1992,1
G,Second Bachelor,Female,Other,2003,3
G,Second Bachelor,Female,Other,2004,3
G,Second Bachelor,Female,Other,2005,3
G,Second Bachelor,Female,Other,2006,2
G,Second Bachelor,Female,Other,2007,1
G,Second Bachelor,Female,Pacific Islander,1992,1
G,Second Bachelor,Female,Pacific Islander,1993,1
G,Second Bachelor,Female,White,1984,3
G,Second Bachelor,Female,White,1985,19
G,Second Bachelor,Female,White,1986,38
G,Second Bachelor,Female,White,1987,32
G,Second Bachelor,Female,White,1988,32
G,Second Bachelor,Female,White,1989,22
G,Second Bachelor,Female,White,1990,22
G,Second Bachelor,Female,White,1991,19
G,Second Bachelor,Female,White,1992,24
G,Second Bachelor,Female,White,1993,27
G,Second Bachelor,Female,White,1994,24
G,Second Bachelor,Female,White,1995,27
G,Second Bachelor,Female,White,1996,37
G,Second Bachelor,Female,White,1997,27
G,Second Bachelor,Female,White,1998,23
G,Second Bachelor,Female,White,1999,23
G,Second Bachelor,Female,White,2000,23
G,Second Bachelor,Female,White,2001,22
G,Second Bachelor,Female,White,2002,29
G,Second Bachelor,Female,White,2003,40
G,Second Bachelor,Female,White,2004,20
G,Second Bachelor,Female,White,2005,14
G,Second Bachelor,Female,White,2006,9
G,Second Bachelor,Female,White,2007,5
G,Second Bachelor,Female,White,2008,3
G,Second Bachelor,Male,African American,1987,1
G,Second Bachelor,Male,African American,1988,1
G,Second Bachelor,Male,African American,2002,1
G,Second Bachelor,Male,African American,2003,1
G,Second Bachelor,Male,Asian,1984,1
G,Second Bachelor,Male,Asian,1985,6
G,Second Bachelor,Male,Asian,1986,8
G,Second Bachelor,Male,Asian,1987,9
G,Second Bachelor,Male,Asian,1988,11
G,Second Bachelor,Male,Asian,1989,14
G,Second Bachelor,Male,Asian,1990,10
G,Second Bachelor,Male,Asian,1991,5
G,Second Bachelor,Male,Asian,1992,4
G,Second Bachelor,Male,Asian,1993,7
G,Second Bachelor,Male,Asian,1994,11
G,Second Bachelor,Male,Asian,1995,13
G,Second Bachelor,Male,Asian,1996,16
G,Second Bachelor,Male,Asian,1997,17
G,Second Bachelor,Male,Asian,1998,13
G,Second Bachelor,Male,Asian,1999,13
G,Second Bachelor,Male,Asian,2000,12
G,Second Bachelor,Male,Asian,2001,15
G,Second Bachelor,Male,Asian,2002,10
G,Second Bachelor,Male,Asian,2003,22
G,Second Bachelor,Male,Asian,2004,18
G,Second Bachelor,Male,Asian,2005,13
G,Second Bachelor,Male,Asian,2006,5
G,Second Bachelor,Male,Chicano/Latino,1985,2
G,Second Bachelor,Male,Chicano/Latino,1986,4
G,Second Bachelor,Male,Chicano/Latino,1987,3
G,Second Bachelor,Male,Chicano/Latino,1988,2
G,Second Bachelor,Male,Chicano/Latino,1989,4
G,Second Bachelor,Male,Chicano/Latino,1990,3
G,Second Bachelor,Male,Chicano/Latino,1991,1
G,Second Bachelor,Male,Chicano/Latino,1992,4
G,Second Bachelor,Male,Chicano/Latino,1993,4
G,Second Bachelor,Male,Chicano/Latino,1994,2
G,Second Bachelor,Male,Chicano/Latino,1995,4
G,Second Bachelor,Male,Chicano/Latino,1996,4
G,Second Bachelor,Male,Chicano/Latino,1997,5
G,Second Bachelor,Male,Chicano/Latino,1998,4
G,Second Bachelor,Male,Chicano/Latino,1999,2
G,Second Bachelor,Male,Chicano/Latino,2000,1
G,Second Bachelor,Male,Chicano/Latino,2001,2
G,Second Bachelor,Male,Chicano/Latino,2002,1
G,Second Bachelor,Male,Chicano/Latino,2003,4
G,Second Bachelor,Male,Chicano/Latino,2004,4
G,Second Bachelor,Male,Chicano/Latino,2005,3
G,Second Bachelor,Male,Chicano/Latino,2006,4
G,Second Bachelor,Male,Chicano/Latino,2007,1
G,Second Bachelor,Male,Chicano/Latino,2008,1
G,Second Bachelor,Male,Decline to State,1986,8
G,Second Bachelor,Male,Decline to State,1987,15
G,Second Bachelor,Male,Decline to State,1988,12
G,Second Bachelor,Male,Decline to State,1989,4
G,Second Bachelor,Male,Decline to State,1990,8
G,Second Bachelor,Male,Decline to State,1991,7
G,Second Bachelor,Male,Decline to State,1992,8
G,Second Bachelor,Male,Decline to State,1993,8
G,Second Bachelor,Male,Decline to State,1994,2
G,Second Bachelor,Male,Decline to State,1995,2
G,Second Bachelor,Male,Decline to State,1998,1
G,Second Bachelor,Male,Decline to State,1999,3
G,Second Bachelor,Male,Decline to State,2000,6
G,Second Bachelor,Male,Decline to State,2001,4
G,Second Bachelor,Male,Decline to State,2002,2
G,Second Bachelor,Male,Decline to State,2003,6
G,Second Bachelor,Male,Decline to State,2004,5
G,Second Bachelor,Male,Decline to State,2005,5
G,Second Bachelor,Male,Decline to State,2006,5
G,Second Bachelor,Male,Decline to State,2007,1
G,Second Bachelor,Male,Decline to State,2008,1
G,Second Bachelor,Male,International,1985,2
G,Second Bachelor,Male,International,1986,2
G,Second Bachelor,Male,International,1987,2
G,Second Bachelor,Male,International,1988,2
G,Second Bachelor,Male,International,1989,1
G,Second Bachelor,Male,International,1990,1
G,Second Bachelor,Male,International,1991,2
G,Second Bachelor,Male,International,1992,4
G,Second Bachelor,Male,International,1993,2
G,Second Bachelor,Male,International,1994,4
G,Second Bachelor,Male,International,1995,9
G,Second Bachelor,Male,International,1996,11
G,Second Bachelor,Male,International,1997,11
G,Second Bachelor,Male,International,1998,9
G,Second Bachelor,Male,International,1999,13
G,Second Bachelor,Male,International,2000,13
G,Second Bachelor,Male,International,2001,14
G,Second Bachelor,Male,International,2002,15
G,Second Bachelor,Male,International,2003,14
G,Second Bachelor,Male,International,2004,12
G,Second Bachelor,Male,International,2005,10
G,Second Bachelor,Male,International,2006,12
G,Second Bachelor,Male,International,2007,9
G,Second Bachelor,Male,International,2008,14
G,Second Bachelor,Male,Native American,1997,2
G,Second Bachelor,Male,Native American,1998,2
G,Second Bachelor,Male,Other,1986,1
G,Second Bachelor,Male,Other,1987,3
G,Second Bachelor,Male,Other,1988,2
G,Second Bachelor,Male,Other,1989,1
G,Second Bachelor,Male,Other,1990,1
G,Second Bachelor,Male,Other,1993,1
G,Second Bachelor,Male,Other,1994,1
G,Second Bachelor,Male,Other,1998,1
G,Second Bachelor,Male,Other,2003,2
G,Second Bachelor,Male,Other,2004,2
G,Second Bachelor,Male,Other,2005,1
G,Second Bachelor,Male,White,1984,3
G,Second Bachelor,Male,White,1985,17
G,Second Bachelor,Male,White,1986,30
G,Second Bachelor,Male,White,1987,24
G,Second Bachelor,Male,White,1988,16
G,Second Bachelor,Male,White,1989,28
G,Second Bachelor,Male,White,1990,33
G,Second Bachelor,Male,White,1991,25
G,Second Bachelor,Male,White,1992,22
G,Second Bachelor,Male,White,1993,19
G,Second Bachelor,Male,White,1994,22
G,Second Bachelor,Male,White,1995,26
G,Second Bachelor,Male,White,1996,23
G,Second Bachelor,Male,White,1997,17
G,Second Bachelor,Male,White,1998,17
G,Second Bachelor,Male,White,1999,20
G,Second Bachelor,Male,White,2000,16
G,Second Bachelor,Male,White,2001,15
G,Second Bachelor,Male,White,2002,12
G,Second Bachelor,Male,White,2003,20
G,Second Bachelor,Male,White,2004,18
G,Second Bachelor,Male,White,2005,13
G,Second Bachelor,Male,White,2006,6
G,Second Bachelor,Male,White,2007,3
G,Second Bachelor,Male,White,2008,2
G,(unknown),Female,African American,1983,126
G,(unknown),Female,African American,1984,124
G,(unknown),Female,African American,1985,133
G,(unknown),Female,African American,1986,145
G,(unknown),Female,African American,1987,142
G,(unknown),Female,African American,1988,155
G,(unknown),Female,African American,1989,167
G,(unknown),Female,African American,1990,176
G,(unknown),Female,African American,1991,169
G,(unknown),Female,African American,1992,159
G,(unknown),Female,African American,1993,158
G,(unknown),Female,African American,1994,159
G,(unknown),Female,African American,1995,174
G,(unknown),Female,African American,1996,169
G,(unknown),Female,African American,1997,147
G,(unknown),Female,African American,1998,136
G,(unknown),Female,African American,1999,124
G,(unknown),Female,African American,2000,133
G,(unknown),Female,African American,2001,137
G,(unknown),Female,African American,2002,138
G,(unknown),Female,African American,2003,165
G,(unknown),Female,African American,2004,163
G,(unknown),Female,African American,2005,164
G,(unknown),Female,African American,2006,184
G,(unknown),Female,African American,2007,186
G,(unknown),Female,African American,2008,183
G,(unknown),Female,African American,2009,203
G,(unknown),Female,African American,2010,197
G,(unknown),Female,African American,2011,200
G,(unknown),Female,African American,2012,215
G,(unknown),Female,Asian,1983,230
G,(unknown),Female,Asian,1984,233
G,(unknown),Female,Asian,1985,249
G,(unknown),Female,Asian,1986,282
G,(unknown),Female,Asian,1987,299
G,(unknown),Female,Asian,1988,260
G,(unknown),Female,Asian,1989,264
G,(unknown),Female,Asian,1990,323
G,(unknown),Female,Asian,1991,340
G,(unknown),Female,Asian,1992,343
G,(unknown),Female,Asian,1993,377
G,(unknown),Female,Asian,1994,408
G,(unknown),Female,Asian,1995,445
G,(unknown),Female,Asian,1996,457
G,(unknown),Female,Asian,1997,466
G,(unknown),Female,Asian,1998,490
G,(unknown),Female,Asian,1999,470
G,(unknown),Female,Asian,2000,485
G,(unknown),Female,Asian,2001,501
G,(unknown),Female,Asian,2002,558
G,(unknown),Female,Asian,2003,595
G,(unknown),Female,Asian,2004,604
G,(unknown),Female,Asian,2005,641
G,(unknown),Female,Asian,2006,666
G,(unknown),Female,Asian,2007,687
G,(unknown),Female,Asian,2008,681
G,(unknown),Female,Asian,2009,879
G,(unknown),Female,Asian,2010,920
G,(unknown),Female,Asian,2011,931
G,(unknown),Female,Asian,2012,916
G,(unknown),Female,Chicano/Latino,1983,148
G,(unknown),Female,Chicano/Latino,1984,152
G,(unknown),Female,Chicano/Latino,1985,153
G,(unknown),Female,Chicano/Latino,1986,138
G,(unknown),Female,Chicano/Latino,1987,160
G,(unknown),Female,Chicano/Latino,1988,146
G,(unknown),Female,Chicano/Latino,1989,163
G,(unknown),Female,Chicano/Latino,1990,200
G,(unknown),Female,Chicano/Latino,1991,197
G,(unknown),Female,Chicano/Latino,1992,184
G,(unknown),Female,Chicano/Latino,1993,197
G,(unknown),Female,Chicano/Latino,1994,210
G,(unknown),Female,Chicano/Latino,1995,195
G,(unknown),Female,Chicano/Latino,1996,201
G,(unknown),Female,Chicano/Latino,1997,215
G,(unknown),Female,Chicano/Latino,1998,214
G,(unknown),Female,Chicano/Latino,1999,195
G,(unknown),Female,Chicano/Latino,2000,196
G,(unknown),Female,Chicano/Latino,2001,208
G,(unknown),Female,Chicano/Latino,2002,219
G,(unknown),Female,Chicano/Latino,2003,241
G,(unknown),Female,Chicano/Latino,2004,259
G,(unknown),Female,Chicano/Latino,2005,265
G,(unknown),Female,Chicano/Latino,2006,259
G,(unknown),Female,Chicano/Latino,2007,262
G,(unknown),Female,Chicano/Latino,2008,265
G,(unknown),Female,Chicano/Latino,2009,369
G,(unknown),Female,Chicano/Latino,2010,380
G,(unknown),Female,Chicano/Latino,2011,357
